"id","author_last","author_first","author_full_name","title","publisher","publication_year","height_cm","width_cm","depth_cm","binding","page_count","edition_printrun","isbn_asin","editor","contributors","is_signed_inscribed","designer","description","artist_url","publisher_url","collection_grouping","tags","classification","bisac","lcc","location","accession_no","featured","image_url","price","weight_g","language","num_images","notes","custom_page_url","cataloged_date","collection"
"1320","Hido","Todd","Todd Hido","One Picture Book Two Vol 34 - Untitled #2319-B-DMF","Nazraeli Press","2025","21.59","15.24",,"Hardcover",,"Limited Edition of 500",,,,"false",,"Part of the Nazraeli Press One Picture Book Two series, Volume 34: Untitled #2319-B-DMF. Each One Picture Book is limited to 500 numbered copies and includes a removable, signed, original print measuring approximately 5x7 inches.",,"https://www.nazraeli.com","Photography","Limited Edition, Nazraeli Press, One Picture Book, Photography","Photobook",,,"Hudson Street Library, NYC",,,"/assets/images/books/hido_todd_one_picture_book_two_vol_34_untitled_2319_b_dmf_1320.jpg",,,,,,,,"art"
"1321","Nikolova","Nadezda","Nadezda Nikolova","One Picture Book Two Vol 33 - Elemental Forms","Nazraeli Press","2025","21.59","15.24",,"Hardcover",,"Limited Edition of 500",,,,"false",,"Part of the Nazraeli Press One Picture Book Two series, Volume 33: Elemental Forms. Each One Picture Book is limited to 500 numbered copies and includes a removable, signed, original print measuring approximately 5x7 inches.",,"https://www.nazraeli.com","Photography","Limited Edition, Nazraeli Press, One Picture Book, Photography","Photobook",,,"Hudson Street Library, NYC",,,"/assets/images/books/nikolova_nadezda_one_picture_book_two_vol_33_elemental_forms_1321.jpg",,,,,,,,"art"
"1322","Steinmetz","Mark","Mark Steinmetz","One Picture Book Two Vol 32 - Bent Tree","Nazraeli Press","2025","21.59","15.24",,"Hardcover",,"Limited Edition of 500",,,,"false",,"Part of the Nazraeli Press One Picture Book Two series, Volume 32: Bent Tree. Each One Picture Book is limited to 500 numbered copies and includes a removable, signed, original print measuring approximately 5x7 inches.",,"https://www.nazraeli.com","Photography","Limited Edition, Nazraeli Press, One Picture Book, Photography","Photobook",,,"Hudson Street Library, NYC",,,"/assets/images/books/steinmetz_mark_one_picture_book_two_vol_32_bent_tree_1322.jpg",,,,,,,,"art"
"1323","Choumali","Joana","Joana Choumali","One Picture Book Two Vol 31 - A Va Aller","Nazraeli Press","2025","21.59","15.24",,"Hardcover",,"Limited Edition of 500",,,,"false",,"Part of the Nazraeli Press One Picture Book Two series, Volume 31: Ça Va Aller. Each One Picture Book is limited to 500 numbered copies and includes a removable, signed, original print measuring approximately 5x7 inches.",,"https://www.nazraeli.com","Photography","Limited Edition, Nazraeli Press, One Picture Book, Photography","Photobook",,,"Hudson Street Library, NYC",,,"/assets/images/books/choumali_joana_one_picture_book_two_vol_31_a_va_aller_1323.jpg",,,,,,,,"art"
"1324","Callis","Jo Ann","Jo Ann Callis","One Picture Book Two Vol 30 - Black Sun","Nazraeli Press","2025","21.59","15.24",,"Hardcover",,"Limited Edition of 500",,,,"false",,"Part of the Nazraeli Press One Picture Book Two series, Volume 30: Black Sun. Each One Picture Book is limited to 500 numbered copies and includes a removable, signed, original print measuring approximately 5x7 inches.",,"https://www.nazraeli.com","Photography","Limited Edition, Nazraeli Press, One Picture Book, Photography","Photobook",,,"Hudson Street Library, NYC",,,"/assets/images/books/callis_jo_ann_one_picture_book_two_vol_30_black_sun_1324.jpg",,,,,,,,"art"
"1325","Monasterio","Pablo Ortiz","Pablo Ortiz Monasterio","One Picture Book Two Vol 29 - Peyote","Nazraeli Press","2025","21.59","15.24",,"Hardcover",,"Limited Edition of 500",,,,"false",,"Part of the Nazraeli Press One Picture Book Two series, Volume 29: Peyote. Each One Picture Book is limited to 500 numbered copies and includes a removable, signed, original print measuring approximately 5x7 inches.",,"https://www.nazraeli.com","Photography","Limited Edition, Nazraeli Press, One Picture Book, Photography","Photobook",,,"Hudson Street Library, NYC",,,"/assets/images/books/monasterio_pablo_ortiz_one_picture_book_two_vol_29_peyote_1325.jpg",,,,,,,,"art"
"1326","Soth","Alec","Alec Soth","One Picture Book Two Vol 28 - If You Want to Ride","Nazraeli Press","2025","21.59","15.24",,"Hardcover",,"Limited Edition of 500",,,,"false",,"Part of the Nazraeli Press One Picture Book Two series, Volume 28: If You Want to Ride... Each One Picture Book is limited to 500 numbered copies and includes a removable, signed, original print measuring approximately 5x7 inches.",,"https://www.nazraeli.com","Photography","Limited Edition, Nazraeli Press, One Picture Book, Photography","Photobook",,,"Hudson Street Library, NYC",,,"/assets/images/books/soth_alec_one_picture_book_two_vol_28_if_you_want_to_ride_1326.jpg",,,,,,,,"art"
"1327","Kganye","Lebohang","Lebohang Kganye","One Picture Book Two Vol 27 - Ke Lefa Laka Volume 2","Nazraeli Press","2025","21.59","15.24",,"Hardcover",,"Limited Edition of 500",,,,"false",,"Part of the Nazraeli Press One Picture Book Two series, Volume 27: Ke Lefa Laka / Her-story Volume 2. Each One Picture Book is limited to 500 numbered copies and includes a removable, signed, original print measuring approximately 5x7 inches.",,"https://www.nazraeli.com","Photography","Limited Edition, Nazraeli Press, One Picture Book, Photography","Photobook",,,"Hudson Street Library, NYC",,,"/assets/images/books/kganye_lebohang_one_picture_book_two_vol_27_ke_lefa_laka_volume_2_1327.jpg",,,,,,,,"art"
"1328","Kganye","Lebohang","Lebohang Kganye","One Picture Book Two Vol 26 - Ke Lefa Laka Volume 1","Nazraeli Press","2025","21.59","15.24",,"Hardcover",,"Limited Edition of 500",,,,"false",,"Part of the Nazraeli Press One Picture Book Two series, Volume 26: Ke Lefa Laka / Her-story Volume 1. Each One Picture Book is limited to 500 numbered copies and includes a removable, signed, original print measuring approximately 5x7 inches.",,"https://www.nazraeli.com","Photography","Limited Edition, Nazraeli Press, One Picture Book, Photography","Photobook",,,"Hudson Street Library, NYC",,,"/assets/images/books/kganye_lebohang_one_picture_book_two_vol_26_ke_lefa_laka_volume_1_1328.jpg",,,,,,,,"art"
"1329","Kawada","Kikuji","Kikuji Kawada","One Picture Book Two Vol 25 - Mask","Nazraeli Press","2025","21.59","15.24",,"Hardcover",,"Limited Edition of 500",,,,"false",,"Part of the Nazraeli Press One Picture Book Two series, Volume 25: Mask. Each One Picture Book is limited to 500 numbered copies and includes a removable, signed, original print measuring approximately 5x7 inches.",,"https://www.nazraeli.com","Photography","Limited Edition, Nazraeli Press, One Picture Book, Photography","Photobook",,,"Hudson Street Library, NYC",,,"/assets/images/books/kawada_kikuji_one_picture_book_two_vol_25_mask_1329.jpg",,,,,,,,"art"
"1330","Humble","John","John Humble","One Picture Book Two Vol 24 - Pico Boulevard","Nazraeli Press","2025","21.59","15.24",,"Hardcover",,"Limited Edition of 500",,,,"false",,"Part of the Nazraeli Press One Picture Book Two series, Volume 24: Pico Boulevard. Each One Picture Book is limited to 500 numbered copies and includes a removable, signed, original print measuring approximately 5x7 inches.",,"https://www.nazraeli.com","Photography","Limited Edition, Nazraeli Press, One Picture Book, Photography","Photobook",,,"Hudson Street Library, NYC",,,"/assets/images/books/humble_john_one_picture_book_two_vol_24_pico_boulevard_1330.jpg",,,,,,,,"art"
"1331","Templeton","Deanna","Deanna Templeton","One Picture Book Two Vol 23 - Love You","Nazraeli Press","2025","21.59","15.24",,"Hardcover",,"Limited Edition of 500",,,,"false",,"Part of the Nazraeli Press One Picture Book Two series, Volume 23: Love You. Each One Picture Book is limited to 500 numbered copies and includes a removable, signed, original print measuring approximately 5x7 inches.",,"https://www.nazraeli.com","Photography","Limited Edition, Nazraeli Press, One Picture Book, Photography","Photobook",,,"Hudson Street Library, NYC",,,"/assets/images/books/templeton_deanna_one_picture_book_two_vol_23_love_you_1331.jpg",,,,,,,,"art"
"1332","Templeton","Ed","Ed Templeton","One Picture Book Two Vol 22 - Auto Hypnosis","Nazraeli Press","2025","21.59","15.24",,"Hardcover",,"Limited Edition of 500",,,,"false",,"Part of the Nazraeli Press One Picture Book Two series, Volume 22: Auto-Hypnosis. Each One Picture Book is limited to 500 numbered copies and includes a removable, signed, original print measuring approximately 5x7 inches.",,"https://www.nazraeli.com","Photography","Limited Edition, Nazraeli Press, One Picture Book, Photography","Photobook",,,"Hudson Street Library, NYC",,,"/assets/images/books/templeton_ed_one_picture_book_two_vol_22_auto_hypnosis_1332.jpg",,,,,,,,"art"
"1333","Weems","Carrie Mae","Carrie Mae Weems","One Picture Book Two Vol 21 - Africa Gems and Jewels","Nazraeli Press","2025","21.59","15.24","","Hardcover","","Limited Edition of 500","9781590055465","","","false","","Part of the Nazraeli Press One Picture Book Two series, Volume 21: Africa: Gems and Jewels. Each One Picture Book is limited to 500 numbered copies and includes a removable, signed, original print measuring approximately 5x7 inches.","","https://www.nazraeli.com","Photography","Limited Edition, Nazraeli Press, One Picture Book, Photography","Photobook","","","Hudson Street Library, NYC","","","/assets/images/books/Weems_One_Picture_Book_Two_Vol_21_-_Africa_Gems_and_Jewels_9781590055465.jpg","","","","","","","","art"
"1334","Hido","Todd","Todd Hido","One Picture Book Two Vol 20 - Untitled #11856-0820","Nazraeli Press","2025","21.59","15.24",,"Hardcover",,"Limited Edition of 500",,,,"false",,"Part of the Nazraeli Press One Picture Book Two series, Volume 20: Untitled #11856-0820. Each One Picture Book is limited to 500 numbered copies and includes a removable, signed, original print measuring approximately 5x7 inches.",,"https://www.nazraeli.com","Photography","Limited Edition, Nazraeli Press, One Picture Book, Photography","Photobook",,,"Hudson Street Library, NYC",,,"/assets/images/books/hido_todd_one_picture_book_two_vol_20_untitled_11856_0820_1334.jpg",,,,,,,,"art"
"1335","Malley","Alia","Alia Malley","One Picture Book Two Vol 19 - Captains of the Dead Sea","Nazraeli Press","2025","21.59","15.24","","Hardcover","","Limited Edition of 500","","","","false","","Part of the Nazraeli Press One Picture Book Two series, Volume 19: Captains of the Dead Sea. Each One Picture Book is limited to 500 numbered copies and includes a removable, signed, original print measuring approximately 5x7 inches.","","https://www.nazraeli.com","Photography","Limited Edition, Nazraeli Press, One Picture Book, Photography","Photobook","","","Hudson Street Library, NYC","","","/assets/images/books/malley_alia_one_picture_book_two_vol_19_captains_of_the_dead_sea.jpg","","","","","","","","art"
"1336","Gibson","David H.","David H. Gibson","One Picture Book Two Vol 18 - A Walk Through A Bamboo Grove","Nazraeli Press","2025","21.59","15.24",,"Hardcover",,"Limited Edition of 500",,,,"false",,"Part of the Nazraeli Press One Picture Book Two series, Volume 18: A Walk Through A Bamboo Grove. Each One Picture Book is limited to 500 numbered copies and includes a removable, signed, original print measuring approximately 5x7 inches.",,"https://www.nazraeli.com","Photography","Limited Edition, Nazraeli Press, One Picture Book, Photography","Photobook",,,"Hudson Street Library, NYC",,,"/assets/images/books/gibson_david_h_one_picture_book_two_vol_18_a_walk_through_a_bamboo_grove_1336.jpg",,,,,,,,"art"
"1337","Kenna","Michael","Michael Kenna","One Picture Book Two Vol 17 - Notre Dame","Nazraeli Press","2025","21.59","15.24",,"Hardcover",,"Limited Edition of 500",,,,"false",,"Part of the Nazraeli Press One Picture Book Two series, Volume 17: Notre-Dame de Paris. Each One Picture Book is limited to 500 numbered copies and includes a removable, signed, original print measuring approximately 5x7 inches.",,"https://www.nazraeli.com","Photography","Limited Edition, Nazraeli Press, One Picture Book, Photography","Photobook",,,"Hudson Street Library, NYC",,,"/assets/images/books/kenna_michael_one_picture_book_two_vol_17_notre_dame_1337.jpg",,,,,,,,"art"
"1338","Steinmetz","Mark","Mark Steinmetz","One Picture Book Two Vol 16 - Cats","Nazraeli Press","2025","21.59","15.24",,"Hardcover",,"Limited Edition of 500",,,,"false",,"Part of the Nazraeli Press One Picture Book Two series, Volume 16: Cats. Each One Picture Book is limited to 500 numbered copies and includes a removable, signed, original print measuring approximately 5x7 inches.",,"https://www.nazraeli.com","Photography","Limited Edition, Nazraeli Press, One Picture Book, Photography","Photobook",,,"Hudson Street Library, NYC",,,"/assets/images/books/steinmetz_mark_one_picture_book_two_vol_16_cats_1338.jpg",,,,,,,,"art"
"1339","Izu","Kenro","Kenro Izu","One Picture Book Two Vol 15 - Requiem","Nazraeli Press","2025","21.59","15.24",,"Hardcover",,"Limited Edition of 500",,,,"false",,"Part of the Nazraeli Press One Picture Book Two series, Volume 15: Requiem. Each One Picture Book is limited to 500 numbered copies and includes a removable, signed, original print measuring approximately 5x7 inches.",,"https://www.nazraeli.com","Photography","Limited Edition, Nazraeli Press, One Picture Book, Photography","Photobook",,,"Hudson Street Library, NYC",,,"/assets/images/books/izu_kenro_one_picture_book_two_vol_15_requiem_1339.jpg",,,,,,,,"art"
"1340","Sharma","Manjari","Manjari Sharma","One Picture Book Two Vol 14 - Darshan","Nazraeli Press","2025","21.59","15.24",,"Hardcover",,"Limited Edition of 500",,,,"false",,"Part of the Nazraeli Press One Picture Book Two series, Volume 14: Darshan. Each One Picture Book is limited to 500 numbered copies and includes a removable, signed, original print measuring approximately 5x7 inches.",,"https://www.nazraeli.com","Photography","Limited Edition, Nazraeli Press, One Picture Book, Photography","Photobook",,,"Hudson Street Library, NYC",,,"/assets/images/books/sharma_manjari_one_picture_book_two_vol_14_darshan_1340.jpg",,,,,,,,"art"
"1341","Shibata","Toshio","Toshio Shibata","One Picture Book Two Vol 13 - Gas Stations 1982 1986","Nazraeli Press","2025","21.59","15.24",,"Hardcover",,"Limited Edition of 500",,,,"false",,"Part of the Nazraeli Press One Picture Book Two series, Volume 13: Gas Stations. Each One Picture Book is limited to 500 numbered copies and includes a removable, signed, original print measuring approximately 5x7 inches.",,"https://www.nazraeli.com","Photography","Limited Edition, Nazraeli Press, One Picture Book, Photography","Photobook",,,"Hudson Street Library, NYC",,,"/assets/images/books/shibata_toshio_one_picture_book_two_vol_13_gas_stations_1982_1986_1341.jpg",,,,,,,,"art"
"1342","Simmons","Laurie","Laurie Simmons","One Picture Book Two Vol 12 - Instant Decorator","Nazraeli Press","2025","21.59","15.24",,"Hardcover",,"Limited Edition of 500",,,,"false",,"Part of the Nazraeli Press One Picture Book Two series, Volume 12: Instant Decorator. Each One Picture Book is limited to 500 numbered copies and includes a removable, signed, original print measuring approximately 5x7 inches.",,"https://www.nazraeli.com","Photography","Limited Edition, Nazraeli Press, One Picture Book, Photography","Photobook",,,"Hudson Street Library, NYC",,,"/assets/images/books/simmons_laurie_one_picture_book_two_vol_12_instant_decorator_1342.jpg",,,,,,,,"art"
"1343","Borensztein","Leon","Leon Borensztein","One Picture Book Two Vol 11 - Tata","Nazraeli Press","2025","21.59","15.24",,"Hardcover",,"Limited Edition of 500",,,,"false",,"Part of the Nazraeli Press One Picture Book Two series, Volume 11: Tata. Each One Picture Book is limited to 500 numbered copies and includes a removable, signed, original print measuring approximately 5x7 inches.",,"https://www.nazraeli.com","Photography","Limited Edition, Nazraeli Press, One Picture Book, Photography","Photobook",,,"Hudson Street Library, NYC",,,"/assets/images/books/borensztein_leon_one_picture_book_two_vol_11_tata_1343.jpg",,,,,,,,"art"
