"id","author_last","author_first","author_full_name","title","publisher","publication_year","height_cm","width_cm","depth_cm","binding","page_count","edition_printrun","isbn_asin","editor","contributors","is_signed_inscribed","designer","description","artist_url","publisher_url","collection_grouping","tags","classification","bisac","lcc","location","accession_no","featured","image_url","price","weight_g","language","num_images","notes","custom_page_url","cataloged_date"
"80011","Weyant","Anna","Anna Weyant","Anna Weyant: The Guitar Man Poster","Gagosian","2023","81.5","60.9",,"Poster",,,,,,"false",,"<p>This poster reproduces <em>The Return of The Girls Next Door</em> (2022–23), a painting by Anna Weyant made for her exhibition <em>Anna Weyant: The Guitar Man</em>.</p>
<p class=""mt-6"">Gagosian produced the poster in 2023 for the show's run at the gallery's rue de Castiglione space in Paris, Weyant's European solo debut. Titled after a song by the Los Angeles band Bread, the exhibition paired new figure paintings with still lifes referencing American pop culture, from <em>The Addams Family</em> to <em>Playboy</em>, and continued the dollhouse motif from her earlier work. <em>The Return of The Girls Next Door</em> shows three women from behind, painted in the deep chiaroscuro that runs through the series.</p>
<p class=""mt-6"">Weyant, born in Calgary in 1995 and trained at the Rhode Island School of Design, paints young women in scenes of low-stakes trauma set against a muted, tonal palette drawn from seventeenth-century Dutch painting. The Guitar Man was among the exhibitions that led to her first solo institutional show, at the Museo Nacional Thyssen-Bornemisza in Madrid in 2025.</p>","https://gagosian.com/artists/anna-weyant/","https://gagosianshop.com/products/anna-weyant-the-guitar-man-poster","Posters","Art, Posters, Exhibition Poster, Ephemera, Painting, Figurative Art, Paris, Pop Culture","Poster",,,"Hudson Street Library, NYC","2026-09-15",,"/assets/images/books/weyant_anna_the-guitar-man-poster_80011.jpg",,,"English",,"Poster reproducing Anna Weyant's painting The Return of The Girls Next Door (2022–23), produced by Gagosian in 2023 for Anna Weyant: The Guitar Man at Gagosian, rue de Castiglione, Paris — Weyant's European solo debut. Gagosian also sold a signed version of this poster (SKU GGI/CMS_AWEYA03B); this record documents the unsigned poster (SKU GGI/CMS_AWEYA03).",,
"80012","Twombly","Cy","Cy Twombly","Cy Twombly: In Beauty it is finished Poster","Gagosian","2018","99.1","68.6",,"Poster",,,,,,"false",,"<p>This poster reproduces <em>Untitled</em> (2001), a work on paper by Cy Twombly made for the 2018 exhibition <em>Cy Twombly: In Beauty it is finished, Drawings 1951–2008</em>.</p>
<p class=""mt-6"">Held at Gagosian's West 21st Street gallery in New York, the show was the first career-spanning survey of Twombly's drawings and works on paper, timed to the completion of the <em>Cy Twombly: Catalogue Raisonné of Drawings</em>, edited by Nicola Del Roscio. <em>Untitled</em>, in acrylic, wax crayon, and cut-and-pasted paper, belongs to the artist's late paper works, built up in loops, smears, and drips that pay little attention to which way is down.</p>
<p class=""mt-6"">Twombly (1928–2011) drew throughout his six-decade career, using paper as a ground for gesture, script, and erasure with the same seriousness he brought to canvas. The 2018 exhibition and the catalogue raisonné it accompanied argued for drawing as a continuous line through his work rather than a study for the paintings.</p>","https://gagosian.com/artists/cy-twombly/","https://gagosianshop.com/products/cy-twombly-in-beauty-it-is-finished-work-on-paper-poster","Posters","Art, Posters, Exhibition Poster, Ephemera, Works on Paper, Drawing","Poster",,,"Hudson Street Library, NYC","2026-09-15",,"/assets/images/books/twombly_cy_in-beauty-it-is-finished-poster_80012.jpg",,,"English",,"Poster reproduces Untitled (2001), a work on paper (acrylic, wax crayon, and cut-and-pasted paper on paper, per the poster's own caption; Gagosian's product copy says 'oil stick and wax crayon' — the caption is preferred here), not a painting; produced 2018 for In Beauty it is finished, Drawings 1951–2008, at Gagosian, West 21st Street, New York, March 8–April 25, 2018, which coincided with the completion of the Cy Twombly: Catalogue Raisonné of Drawings, edited by Nicola Del Roscio.",,
"80013","Wall","Jeff","Jeff Wall","Jeff Wall: Mother of pearl Poster","Gagosian","2019","90.2","68.6",,"Poster",,,,,,"false",,"<p>This poster reproduces Jeff Wall's photograph <em>Mother of pearl</em> (2016) and was produced in 2019 for <em>Jeff Wall</em>, his first exhibition with Gagosian, at the gallery's West 21st Street location in New York.</p>
<p class=""mt-6"">The photograph shows a child in a room furnished with antique furniture and keepsakes, absorbed in a set of iridescent mother-of-pearl game counters spread across an open box. Wall builds the image from an ordinary domestic setting, using it to stage a child's private absorption within a heavily decorated adult interior.</p>
<p class=""mt-6"">Wall (b. 1946, Vancouver) has worked since the late 1970s in large-scale color photography, moving between elaborately staged tableaux and scenes closer to documentary observation. <em>Mother of pearl</em> belongs to the constructed side of that practice, and this 2019 exhibition marked the start of his representation by Gagosian.</p>","https://gagosian.com/artists/jeff-wall/","https://gagosianshop.com/products/jeff-wall-mother-of-pearl-poster","Posters","Art, Posters, Exhibition Poster, Ephemera, Photography, New York, Staged Photography","Poster",,,"Hudson Street Library, NYC","2026-09-15",,"/assets/images/books/wall_jeff_mother-of-pearl-poster_80013.jpg",,,"English",,"Poster reproducing Jeff Wall's inkjet print Mother of pearl (2016). Produced for the exhibition Jeff Wall, Gagosian, 522 West 21st Street, New York, April 30-June 22, 2019, the artist's first show with the gallery. The product page offers two variants: unsigned and signed on recto. This record documents the unsigned variant; a signed version was also sold. Sold unframed.",,
"80014","Twombly","Cy","Cy Twombly","Cy Twombly: Lepanto Poster","Gagosian","2002","96.5","61",,"Poster",,,,,,"false",,"<p>This poster reproduces <em>Naumachia</em> (1992), a tempera and pencil work on paper by Cy Twombly, made in 2002 for the exhibition <em>Cy Twombly: Lepanto</em> at Gagosian's 555 West 24th Street gallery in New York.</p>
<p class=""mt-6"">The exhibition presented <em>Lepanto</em>, a painting in twelve parts first shown at the 49th Biennale di Venezia in the summer of 2001, which depicts the sixteenth-century naval battle in which the combined European fleet under Venetian command defeated the Ottoman navy. <em>Naumachia</em> is a related work on paper rather than one of the twelve panels, its title borrowed from the staged sea battles once mounted for public entertainment in ancient Rome.</p>
<p class=""mt-6"">Twombly (1928–2011) returned to classical and military history across his career, from the <em>Fifty Days at Iliam</em> paintings of the 1970s to <em>Lepanto</em>'s later treatment of empire and combat. The New York exhibition brought the cycle, painted and first exhibited in Venice the year before, to his primary American gallery.</p>","https://gagosian.com/artists/cy-twombly/","https://gagosianshop.com/products/cy-twombly-lepanto-poster","Posters","Art, Posters, Exhibition Poster, Ephemera, Painting, Venice Biennale","Poster",,,"Hudson Street Library, NYC","2026-09-15",,"/assets/images/books/twombly_cy_lepanto-poster_80014.jpg",,,"English",,"Poster reproduces Naumachia (1992, tempera and pencil on paper) — a related work on paper, not one of the twelve panels of the Lepanto cycle itself. The exhibition Cy Twombly: Lepanto, at Gagosian, 555 West 24th Street, New York, January 19–February 26, 2002, showed the twelve-part painting Lepanto, first exhibited at the 49th Biennale di Venezia in summer 2001. Lepanto depicts the 1571 naval battle of Venetian-led European forces against the Ottoman fleet.",,
"80015","Prince","Richard","Richard Prince","Richard Prince: Bob Dylan Poster","Gagosian","2025","68.6","99.7",,"Poster",,,,,,"false",,"<p>This poster reproduces <em>Untitled (Dylan)</em> (2014), one of a trio of ten-foot-square paintings Richard Prince made for <em>Richard Prince: Bob Dylan</em>, an exhibition at Gagosian, Beverly Hills, in 2025.</p>
<p class=""mt-6"">Each painting in the trio renders, in blurred black and white, a detail of Jerry Schatzberg's 1966 portrait of Bob Dylan, the image John Berg used for the cover of the double LP <em>Blonde on Blonde</em>. Schatzberg's photograph was already soft-focus, reportedly because he was shivering in the cold when he shot it; Prince pushes that blur further across the three canvases, each one hazier than the last.</p>
<p class=""mt-6"">Prince (b. 1949, Panama Canal Zone) has repeatedly returned to photographs already loaded with cultural weight, reworking them to hold both familiarity and distance at once. The Dylan paintings extend that approach to an image inseparable from a specific record and era, treating a fixed piece of pop history as material still open to revision.</p>","https://gagosian.com/artists/richard-prince/","https://gagosianshop.com/products/richard-prince-bob-dylan-poster","Posters","Art, Posters, Exhibition Poster, Ephemera, Painting, Beverly Hills, Bob Dylan, Music","Poster",,,"Hudson Street Library, NYC","2026-09-15",,"/assets/images/books/prince_richard_bob-dylan-poster_80015.jpg",,,"English",,"Exhibition: Richard Prince: Bob Dylan, Gagosian, Beverly Hills, 2025 (exact dates not given in product listing or on the poster image, which shows only the trio of paintings and gallery/city; the poster shows three progressively blurrier crops of the same portrait). Poster reproduces Untitled (Dylan) (2014). Source photograph: Jerry Schatzberg, 1966, used on John Berg's cover design for Blonde on Blonde. Sold unframed. No signed variant is listed for this title.",,
"80016","Twombly","Cy","Cy Twombly","Cy Twombly: Paesaggio Poster","Gagosian","2025","91.4","60.9",,"Poster",,,,,,"false",,"<p>This poster reproduces <em>Paesaggio</em> (1986), a painting by Cy Twombly shown in the 2025 exhibition <em>Cy Twombly</em> at Gagosian's 980 Madison Avenue gallery in New York.</p>
<p class=""mt-6"">The painting belongs to a group of green-toned canvases Twombly made at his studio in Bassano in Teverina, Italy, between 1981 and 1986, working from the landscape around him. Thinned, liquid paint builds up in layers so that water, earth, and air read as loosely bound rather than as separate elements, with color and texture carrying the sense of place rather than describing it directly.</p>
<p class=""mt-6"">Twombly (1928–2011) settled in Italy in the late 1950s and worked between Bassano in Teverina and Gaeta for much of his later career, moving from the classical references of his Roman years toward the more abstract, landscape-based paintings of the 1980s. <em>Paesaggio</em> belongs to that later group.</p>","https://gagosian.com/artists/cy-twombly/","https://gagosianshop.com/products/cy-twombly-paesaggio-poster","Posters","Art, Posters, Exhibition Poster, Ephemera, Painting, Landscape","Poster",,,"Hudson Street Library, NYC","2026-09-15",,"/assets/images/books/twombly_cy_paesaggio-poster_80016.jpg",,,"English",,"Poster reproduces Paesaggio (1986, oil and acrylic on wood panel, 69 5/8 x 50 5/8 inches / 176.8 x 128.6 cm per the poster's own caption), from a series of green paintings Twombly made at Bassano in Teverina, Italy, 1981-1986. Produced 2025 for the exhibition Cy Twombly at Gagosian, 980 Madison Avenue, New York, January 23-March 22, 2025.",,
"80017","Ruscha","Ed","Ed Ruscha","Pop Art Is. . . (Ed Ruscha) Poster","Gagosian","2007","100.3","69.8",,"Poster",,,,,,"false",,"<p>This poster reproduces Ed Ruscha's <em>Bundle of Pencils, Breaking Glass</em> (1968–69) and was produced in 2007 for <em>Pop Art Is. . .</em>, a group exhibition at Gagosian's Britannia Street gallery in London.</p>
<p class=""mt-6"">Marking fifty years since Richard Hamilton's definition of Pop art, the exhibition brought together artists addressing how the term's meaning had shifted since. Ruscha's painting sets a bundle of yellow pencils and a glass caught mid-break against a plain ground, rendered in the flat, illustrational style he uses for trompe l'oeil images of ordinary objects.</p>
<p class=""mt-6"">Ruscha (b. 1937) moved to Los Angeles in 1956 and built a practice around vernacular language and objects rendered with commercial precision. <em>Bundle of Pencils, Breaking Glass</em> reflects his recurring interest in manipulating scale and surface within plain, everyday subjects. The London show placed the painting within a wider survey of Pop's legacy rather than presenting it as part of a Ruscha solo exhibition.</p>","https://gagosian.com/artists/ed-ruscha/","https://gagosianshop.com/products/pop-art-is-ed-ruscha-poster","Posters","Art, Posters, Exhibition Poster, Ephemera, Painting, Pop Art, London, Group Exhibition","Poster",,,"Hudson Street Library, NYC","2026-09-15",,"/assets/images/books/ruscha_ed_pop-art-is-poster_80017.jpg",,,"English",,"Poster reproducing Ed Ruscha's painting Bundle of Pencils, Breaking Glass (1968–69). Produced for Pop Art Is. . ., a group exhibition, not a Ruscha solo show, at Gagosian, Britannia Street, London, 27 September–10 November 2007, marking fifty years since Richard Hamilton's 1957 definition of Pop art. Sold unframed.",,
"80018","Weyant","Anna","Anna Weyant","Paris Review: Anna Weyant Poster","The Paris Review","2025","60.9","40.6",,"Poster",,,,,,"false",,"<p>This poster reproduces the cover of the Spring 2025 issue of <em>The Paris Review</em>, featuring Anna Weyant's painting <em>Night Flowers</em> (2024–25).</p>
<p class=""mt-6"">The issue, per its own cover line, gathers prose, poetry, interviews, and art. <em>Night Flowers</em> depicts a glass vase of white and yellow blooms rendered flat and cartoonish, painted in the subdued, dark-toned palette Weyant favors, recalling Dutch still-life painters such as Gerrit van Honthorst and Judith Leyster. A crack in the vase leaks water that drips down the ledge beneath it, a small disruption in an otherwise composed arrangement.</p>
<p class=""mt-6"">Still lifes like this one sit alongside Weyant's figure paintings of young women as a second strand of her work, sharing its muted tonal range and its habit of placing a small wrong note inside a composed scene. The artist has summarized the approach directly: ""the sinister can often be masked by beauty.""</p>","https://gagosian.com/artists/anna-weyant/","https://gagosianshop.com/products/paris-review-anna-weyant-poster","Posters","Art, Posters, Magazine Cover, Ephemera, Painting, Still Life, Literary Magazine","Poster",,,"Hudson Street Library, NYC","2026-09-15",,"/assets/images/books/weyant_anna_paris-review-poster_80018.jpg",,,"English",,"Poster reproducing the cover of the Spring 2025 issue of The Paris Review, featuring Anna Weyant's painting Night Flowers (2024–25). The publisher attribution to The Paris Review is inferred from the Gagosian Shop listing itself, whose vendor field and specifications block credit ""Paris Review"" rather than Gagosian, and which carries no Gagosian exhibition tag (unlike Weyant's other Gagosian posters).",,
"80019","Twombly","Cy","Cy Twombly","Cy Twombly: Untitled (2007) Poster","Gagosian","2022","91","58",,"Poster",,,,,,"false",,"<p>This poster reproduces <em>Untitled</em> (2007), a painting by Cy Twombly shown in the 2022 exhibition <em>Cy Twombly</em> at Gagosian, Beverly Hills, a survey spanning paintings, sculptures, and works on paper.</p>
<p class=""mt-6"">The painting sets cursive lines, sweeping arcs, and drips of red paint against a yellow ground, a gestural language that goes back to the grey and white ""blackboard"" paintings Twombly made in the 1960s and early 1970s. Here the scale is larger and the palette saturated rather than restrained, part of a return to large-format painting that ran through his final decade.</p>
<p class=""mt-6"">Twombly (1928–2011) worked across painting, drawing, sculpture, and photography over six decades, dividing his time between Italy and the United States. In his last paintings, <em>Untitled</em> (2007) among them, he revisited the gestures of his earliest abstract work at a scale and color intensity he had not used before.</p>","https://gagosian.com/artists/cy-twombly/","https://gagosianshop.com/products/cy-twombly-beverly-hills-untitled-2007-poster","Posters","Art, Posters, Exhibition Poster, Ephemera, Painting, Beverly Hills","Poster",,,"Hudson Street Library, NYC","2026-09-15",,"/assets/images/books/twombly_cy_untitled-2007-poster_80019.jpg",,,"English",,"Poster reproduces Untitled (2007, acrylic and pencil on wood panel, in artist's frame, 112 3/4 x 79 x 2 3/8 inches / 286.2 x 200.7 x 6.4 cm per the poster's own caption). Produced 2022 for the exhibition Cy Twombly at Gagosian, Beverly Hills, September 15-December 17, 2022, a survey of paintings, sculptures, and works on paper. The painting is reproduced in its original wood frame.",,
"80020","Saville","Jenny","Jenny Saville","Jenny Saville a Ca' Pesaro Poster","Ca' Pesaro–Galleria Internazionale d'Arte Moderna","2026","70","50",,"Poster",,,,,,"false",,"<p>This poster reproduces a detail from Jenny Saville's <em>Focus</em> (2022–24), made for her first major exhibition in Venice, <em>Jenny Saville a Ca' Pesaro</em>.</p>
<p class=""mt-6"">The exhibition ran at Ca' Pesaro–Galleria Internazionale d'Arte Moderna from March 28 to November 22, 2026, bringing together more than thirty canvases and works on paper spanning the 1990s to the present. It placed Saville's paintings in dialogue with the museum's collection of Venetian masters, tracing the development of her practice and its roots in art history. <em>Focus</em> is a close-cropped portrait head built up in heavy, worked layers of oil paint, in the manner Saville uses across her figure paintings.</p>
<p class=""mt-6"">Saville (b. 1970, Cambridge) studied at the Glasgow School of Art and emerged with the Young British Artists in the early 1990s, painting the body at monumental scale and drawing on Titian, Tintoretto and de Kooning alongside surgical and medical imagery. The National Portrait Gallery in London gave her a major exhibition in 2025.</p>","https://gagosian.com/artists/jenny-saville/","https://gagosianshop.com/products/jenny-saville-a-ca-pesaro-poster","Posters","Art, Posters, Exhibition Poster, Ephemera, Painting, Portraiture, Venice, Contemporary Art","Poster",,,"Hudson Street Library, NYC","2026-09-15",,"/assets/images/books/saville_jenny_a-ca-pesaro-poster_80020.jpg",,,"English",,"Poster produced in 2026 by Gagosian in conjunction with Jenny Saville a Ca' Pesaro, the first major exhibition of Saville's work in Venice, at Ca' Pesaro–Galleria Internazionale d'Arte Moderna (Santa Croce 2076, 30135 Venezia), March 28–November 22, 2026. Reproduces a detail from Saville's painting Focus (2022–24). Caption on the poster reads: ""Jenny Saville, Focus, 2022-24 (detail) © Jenny Saville. All rights reserved, DACS 2026."" The library holds the exhibition catalogue for this show as id 2360 in books.csv. Saville has no official artist website; authors[0].url uses her Gagosian artist page, consistent with the catalogue record. Shop SKU GGI/CMS_JSAVI21.",,
"80021","Ray","Man","Man Ray","Seeing Is Believing: Lee Miller and Friends Poster","Gagosian","2023","61","45.7",,"Poster",,,,,"Lee Miller (Subject)","false",,"<p>This poster reproduces Man Ray's <em>Shadow Patterns on Lee Miller's Torso</em> (1930), made for the exhibition <em>Seeing Is Believing: Lee Miller and Friends</em>.</p>
<p class=""mt-6"">The show ran at Gagosian, 976 Madison Avenue, New York, from November 11 to December 22, 2023. It centered on the long working relationship between the American photographer Lee Miller and the English Surrealist painter and collector Roland Penrose, and included work by artists in their circle: Joseph Cornell, Max Ernst, Dora Maar, Man Ray, Henry Moore, Valentine Penrose and Pablo Picasso. In the photograph, light falling through a curtain casts a grid of shadow across Miller's torso, its lines following the contours of her figure.</p>
<p class=""mt-6"">Man Ray (1890–1976) and Miller (1907–1977) met in Paris in 1929, when she became his student, model and collaborator; together they developed solarization and other darkroom techniques central to Surrealist photography. Miller later built her own career as a photographer and, during the Second World War, as a correspondent for Vogue. The photograph dates from the height of their partnership in Paris.</p>","https://www.manraytrust.com","https://gagosianshop.com/products/seeing-is-believing-lee-miller-and-friends-poster","Posters","Art, Posters, Exhibition Poster, Ephemera, Photography, Surrealism, New York, Black-and-White Photography","Poster",,,"Hudson Street Library, NYC","2026-09-15",,"/assets/images/books/ray_man_seeing-is-believing-poster_80021.jpg",,,"English",,"Poster produced in 2023 by Gagosian in conjunction with Seeing Is Believing: Lee Miller and Friends, at Gagosian, 976 Madison Avenue, New York, November 11–December 22, 2023. Reproduces Man Ray's photograph Shadow Patterns on Lee Miller's Torso (1930). Caption on the poster reads: ""Man Ray, Shadow-Patterns on Lee Miller's Torso, 1930. Artwork © Man Ray 2015 Trust / Artists Rights Society (ARS), NY / ADAGP, Paris 2023. Image © The Artist's Estate, courtesy The Roland Penrose Collection."" The exhibition centered on Miller's relationship with Roland Penrose and also included Joseph Cornell, Max Ernst, Dora Maar, Man Ray, Henry Moore, Valentine Penrose and Pablo Picasso. Shop SKU GGI/CMS_LMILL01.",,
