id,author_last,author_first,author_full_name,title,publisher,publication_year,height_cm,width_cm,depth_cm,binding,page_count,edition_printrun,isbn_asin,editor,contributors,is_signed_inscribed,designer,description,artist_url,publisher_url,collection_grouping,tags,classification,bisac,lcc,location,accession_no,featured,image_url,price,weight_g,language,num_images,notes,custom_page_url
1706,BUTT,,BUTT Magazine,BUTT Magazine #16,BUTT Publications,2008,,,,,,,,,,,,"BUTT Magazine #16 — Showcasing diverse voices in the queer community.",https://buttmagazine.com,https://buttmagazine.com,Magazines,"Magazines, LGBTQ+, Queer Culture, Photography, Fashion",Magazines; LGBTQ+; Contemporary Culture,,,"Hudson Street Library, NYC",,false,/assets/images/magazines/butt/butt-16.jpg,,,,English,,,/books/magazines/butt/butt-16/
1707,BUTT,,BUTT Magazine,BUTT Magazine #17,BUTT Publications,2009,,,,,,,,,,,,"BUTT Magazine #17 — Independent gay culture magazine with artistic photography.",https://buttmagazine.com,https://buttmagazine.com,Magazines,"Magazines, LGBTQ+, Queer Culture, Photography, Fashion",Magazines; LGBTQ+; Contemporary Culture,,,"Hudson Street Library, NYC",,false,/assets/images/magazines/butt/butt-17.jpg,,,,English,,,/books/magazines/butt/butt-17/
1708,BUTT,,BUTT Magazine,BUTT Magazine #18,BUTT Publications,2009,,,,,,,,,,,,"BUTT Magazine #18 — Featuring experimental photography and queer narratives.",https://buttmagazine.com,https://buttmagazine.com,Magazines,"Magazines, LGBTQ+, Queer Culture, Photography, Fashion",Magazines; LGBTQ+; Contemporary Culture,,,"Hudson Street Library, NYC",,false,/assets/images/magazines/butt/butt-18.jpg,,,,English,,,/books/magazines/butt/butt-18/
1709,BUTT,,BUTT Magazine,BUTT Magazine #19,BUTT Publications,2010,,,,,,,,,,,,"BUTT Magazine #19 — Celebrating a decade of queer publishing excellence.",https://buttmagazine.com,https://buttmagazine.com,Magazines,"Magazines, LGBTQ+, Queer Culture, Photography, Fashion",Magazines; LGBTQ+; Contemporary Culture,,,"Hudson Street Library, NYC",,false,/assets/images/magazines/butt/butt-19.jpg,,,,English,,,/books/magazines/butt/butt-19/
1710,BUTT,,BUTT Magazine,BUTT Magazine #20,BUTT Publications,2010,,,,,,,,,,,,"BUTT Magazine #20 — Milestone 20th issue with special features and photography.",https://buttmagazine.com,https://buttmagazine.com,Magazines,"Magazines, LGBTQ+, Queer Culture, Photography, Fashion",Magazines; LGBTQ+; Contemporary Culture,,,"Hudson Street Library, NYC",,false,/assets/images/magazines/butt/butt-20.jpg,,,,English,,,/books/magazines/butt/butt-20/
1711,BUTT,,BUTT Magazine,BUTT Magazine #21,BUTT Publications,2011,,,,,,,,,,,,"BUTT Magazine #21 — Bold photography and honest storytelling continue.",https://buttmagazine.com,https://buttmagazine.com,Magazines,"Magazines, LGBTQ+, Queer Culture, Photography, Fashion",Magazines; LGBTQ+; Contemporary Culture,,,"Hudson Street Library, NYC",,false,/assets/images/magazines/butt/butt-21.jpg,,,,English,,,/books/magazines/butt/butt-21/
1712,BUTT,,BUTT Magazine,BUTT Magazine #22,BUTT Publications,2011,,,,,,,,,,,,"BUTT Magazine #22 — Exploring contemporary queer culture through visual arts.",https://buttmagazine.com,https://buttmagazine.com,Magazines,"Magazines, LGBTQ+, Queer Culture, Photography, Fashion",Magazines; LGBTQ+; Contemporary Culture,,,"Hudson Street Library, NYC",,false,/assets/images/magazines/butt/butt-22.jpg,,,,English,,,/books/magazines/butt/butt-22/
1713,BUTT,,BUTT Magazine,BUTT Magazine #23,BUTT Publications,2012,,,,,,,,,,,,"BUTT Magazine #23 — Featuring international contributors and diverse perspectives.",https://buttmagazine.com,https://buttmagazine.com,Magazines,"Magazines, LGBTQ+, Queer Culture, Photography, Fashion",Magazines; LGBTQ+; Contemporary Culture,,,"Hudson Street Library, NYC",,false,/assets/images/magazines/butt/butt-23.jpg,,,,English,,,/books/magazines/butt/butt-23/
1714,BUTT,,BUTT Magazine,BUTT Magazine #24,BUTT Publications,2012,,,,,,,,,,,,"BUTT Magazine #24 — Sex-positive content with artistic integrity.",https://buttmagazine.com,https://buttmagazine.com,Magazines,"Magazines, LGBTQ+, Queer Culture, Photography, Fashion",Magazines; LGBTQ+; Contemporary Culture,,,"Hudson Street Library, NYC",,false,/assets/images/magazines/butt/butt-24.jpg,,,,English,,,/books/magazines/butt/butt-24/
1715,BUTT,,BUTT Magazine,BUTT Magazine #25,BUTT Publications,2013,,,,,,,,,,,,"BUTT Magazine #25 — Quarter-century issue celebrating queer culture.",https://buttmagazine.com,https://buttmagazine.com,Magazines,"Magazines, LGBTQ+, Queer Culture, Photography, Fashion",Magazines; LGBTQ+; Contemporary Culture,,,"Hudson Street Library, NYC",,false,/assets/images/magazines/butt/butt-25.jpg,,,,English,,,/books/magazines/butt/butt-25/
1716,BUTT,,BUTT Magazine,BUTT Magazine #26,BUTT Publications,2013,,,,,,,,,,,,"BUTT Magazine #26 — Continuing the legacy of independent queer publishing.",https://buttmagazine.com,https://buttmagazine.com,Magazines,"Magazines, LGBTQ+, Queer Culture, Photography, Fashion",Magazines; LGBTQ+; Contemporary Culture,,,"Hudson Street Library, NYC",,false,/assets/images/magazines/butt/butt-26.jpg,,,,English,,,/books/magazines/butt/butt-26/
1717,BUTT,,BUTT Magazine,BUTT Magazine #27,BUTT Publications,2014,,,,,,,,,,,,"BUTT Magazine #27 — Fresh perspectives on queer life and culture.",https://buttmagazine.com,https://buttmagazine.com,Magazines,"Magazines, LGBTQ+, Queer Culture, Photography, Fashion",Magazines; LGBTQ+; Contemporary Culture,,,"Hudson Street Library, NYC",,false,/assets/images/magazines/butt/butt-27.jpg,,,,English,,,/books/magazines/butt/butt-27/
1718,BUTT,,BUTT Magazine,BUTT Magazine #28,BUTT Publications,2014,,,,,,,,,,,,"BUTT Magazine #28 — Provocative photography and intimate interviews.",https://buttmagazine.com,https://buttmagazine.com,Magazines,"Magazines, LGBTQ+, Queer Culture, Photography, Fashion",Magazines; LGBTQ+; Contemporary Culture,,,"Hudson Street Library, NYC",,false,/assets/images/magazines/butt/butt-28.jpg,,,,English,,,/books/magazines/butt/butt-28/
1719,BUTT,,BUTT Magazine,BUTT Magazine #29,BUTT Publications,2015,,,,,,,,,,,,"BUTT Magazine #29 — Creative queer content from around the world.",https://buttmagazine.com,https://buttmagazine.com,Magazines,"Magazines, LGBTQ+, Queer Culture, Photography, Fashion",Magazines; LGBTQ+; Contemporary Culture,,,"Hudson Street Library, NYC",,false,/assets/images/magazines/butt/butt-29.jpg,,,,English,,,/books/magazines/butt/butt-29/
1720,BUTT,,BUTT Magazine,BUTT Magazine #30,BUTT Publications,2015,,,,,,,,,,,,"BUTT Magazine #30 — Major milestone issue with retrospective content.",https://buttmagazine.com,https://buttmagazine.com,Magazines,"Magazines, LGBTQ+, Queer Culture, Photography, Fashion",Magazines; LGBTQ+; Contemporary Culture,,,"Hudson Street Library, NYC",,false,/assets/images/magazines/butt/butt-30.jpg,,,,English,,,/books/magazines/butt/butt-30/
1721,BUTT,,BUTT Magazine,BUTT Magazine #31,BUTT Publications,2023,,,,,112,,,,,,,"BUTT Magazine #31 — Classic volume with essays, photography & queer culture.",https://buttmagazine.com,https://buttmagazine.com,Magazines,"Magazines, LGBTQ+, Queer Culture, Photography, Fashion",Magazines; LGBTQ+; Contemporary Culture,,,"Hudson Street Library, NYC",Spring 2023,false,/assets/images/magazines/butt/butt-31.jpg,,,,English,,,/books/magazines/butt/butt-31/
1722,BUTT,,BUTT Magazine,BUTT Magazine #32,BUTT Publications,2023,,,,,112,,,,,,,"BUTT Magazine #32 — Soulful issue with global queer content.",https://buttmagazine.com,https://buttmagazine.com,Magazines,"Magazines, LGBTQ+, Queer Culture, Photography, Fashion",Magazines; LGBTQ+; Contemporary Culture,,,"Hudson Street Library, NYC",Summer 2023,false,/assets/images/magazines/butt/butt-32.jpg,,,,English,,,/books/magazines/butt/butt-32/
1723,BUTT,,BUTT Magazine,BUTT Magazine #33,BUTT Publications,2023,,,,,114,,,,,,,"BUTT Magazine #33 — Loaded with sex, lust & creative queer content.",https://buttmagazine.com,https://buttmagazine.com,Magazines,"Magazines, LGBTQ+, Queer Culture, Photography, Fashion",Magazines; LGBTQ+; Contemporary Culture,,,"Hudson Street Library, NYC",Autumn 2023,false,/assets/images/magazines/butt/butt-33.jpg,,,,English,,,/books/magazines/butt/butt-33/
1724,BUTT,,BUTT Magazine,BUTT Magazine #34,BUTT Publications,2024,,,,,,,,,,,,"BUTT Magazine #34 — Spring 2024 issue with queer content.",https://buttmagazine.com,https://buttmagazine.com,Magazines,"Magazines, LGBTQ+, Queer Culture, Photography, Fashion",Magazines; LGBTQ+; Contemporary Culture,,,"Hudson Street Library, NYC",Spring 2024,false,/assets/images/magazines/butt/butt-34.jpg,,,,English,,,/books/magazines/butt/butt-34/
1725,BUTT,,BUTT Magazine,BUTT Magazine #35,BUTT Publications,2024,,,,,114,,,,,,,"BUTT Magazine #35 — Hot and wild cover featuring Giorgi Kikonishvili.",https://buttmagazine.com,https://buttmagazine.com,Magazines,"Magazines, LGBTQ+, Queer Culture, Photography, Fashion",Magazines; LGBTQ+; Contemporary Culture,,,"Hudson Street Library, NYC",December 2024,false,/assets/images/magazines/butt/butt-35.jpg,,,,English,,,/books/magazines/butt/butt-35/
1726,BUTT,,BUTT Magazine,BUTT Magazine #36,BUTT Publications,2025,,,,,120,,,,,,,"BUTT Magazine #36 — Thickest, most holy issue yet.",https://buttmagazine.com,https://buttmagazine.com,Magazines,"Magazines, LGBTQ+, Queer Culture, Photography, Fashion",Magazines; LGBTQ+; Contemporary Culture,,,"Hudson Street Library, NYC",Spring 2025,false,/assets/images/magazines/butt/butt-36.jpg,,,,English,,,/books/magazines/butt/butt-36/
1727,BUTT,,BUTT Magazine,BUTT Magazine #37,BUTT Publications,2025,,,,,,,,,,,,"BUTT Magazine #37 — Straight-talking bangers only.",https://buttmagazine.com,https://buttmagazine.com,Magazines,"Magazines, LGBTQ+, Queer Culture, Photography, Fashion",Magazines; LGBTQ+; Contemporary Culture,,,"Hudson Street Library, NYC",Autumn 2025,false,/assets/images/magazines/butt/butt-37.jpg,,,,English,,,/books/magazines/butt/butt-37/
